measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2012,0.304806078998673,0.317475395358776,0.290746773418174
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2013,0.297009920855409,0.311376445580287,0.282989950241942
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2014,0.283726358686068,0.299467820807524,0.267411774064112
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2015,0.268954941109932,0.284749399228741,0.250598631614232
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2016,0.255531712744802,0.273371794683728,0.236849517421737
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2017,0.244289412086417,0.263779487668419,0.22590209143064
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2018,0.234630978920494,0.255578202757835,0.213129321042191
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2019,0.22601681619296,0.247350727524429,0.204473927354167
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2020,0.218086032011274,0.240595445420636,0.196889842554216
Age-specific fertility rate,Egypt,Female,20-24 years,Rate,2021,0.21054495164061,0.234106742703414,0.187902464666849
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2012,0.225447154261751,0.237933501952664,0.213842527301041
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2013,0.227285648147434,0.239643526605802,0.215307213613242
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2014,0.225618973232672,0.238116214665715,0.213016765126273
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2015,0.221606295951909,0.233982003834373,0.208205957345975
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2016,0.216316146908633,0.229080688568105,0.203079055320766
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2017,0.21008911221726,0.22280916624595,0.197427646379675
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2018,0.202844102341761,0.215763442669851,0.189623078288385
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2019,0.194885296768788,0.207896035695821,0.182181464344965
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2020,0.185994561452878,0.199735099126982,0.172677796222858
Age-specific fertility rate,Egypt,Female,25-29 years,Rate,2021,0.179350210729166,0.194186600393991,0.166176208462408
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2012,0.155912037277007,0.170749342712672,0.142611428102449
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2013,0.156383461450918,0.170420027272393,0.142288549413592
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2014,0.154558626280667,0.168951950508279,0.140386746574436
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2015,0.151237750401906,0.165684740399025,0.137098644259396
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2016,0.146972862933687,0.161504684416077,0.133223357386127
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2017,0.142015952560405,0.156548237293088,0.12840647231522
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2018,0.13571192649686,0.15022980226115,0.122234851709274
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2019,0.12841007451183,0.143454275025473,0.114370127034591
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2020,0.122460770621869,0.137698882693797,0.108453042136379
Age-specific fertility rate,Egypt,Female,30-34 years,Rate,2021,0.119995432222292,0.135816758490502,0.104910497961064
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2012,0.0777879548732946,0.0899228565408343,0.0676296752507095
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2013,0.0760331664816407,0.0878372899590292,0.0658557503005731
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2014,0.0733331516831513,0.0840285044660306,0.0630711298395605
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2015,0.0704343457349656,0.0813167524767318,0.0605092153592904
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2016,0.0674251655625148,0.0785580871095395,0.0569773772343657
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2017,0.0639765203914297,0.0740257109039165,0.0540780669257395
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2018,0.0600696526843204,0.0706978172530842,0.0508596935194747
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2019,0.0555838827935082,0.0660352642696573,0.0464563887780604
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2020,0.0519488196039598,0.0621542630921206,0.0428355740350831
Age-specific fertility rate,Egypt,Female,35-39 years,Rate,2021,0.0504791584432837,0.0614418097386754,0.0411674348396191
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2012,0.0171801075237931,0.0202713753622266,0.014245897924693
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2013,0.0168190527535129,0.0200906784053217,0.0139060432274051
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2014,0.0163325423717918,0.0194520789466335,0.0135949250772504
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2015,0.0158071060337017,0.0188394614990862,0.0132462096294651
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2016,0.0151901237594377,0.0180939922296558,0.012657311730468
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2017,0.0144740529200311,0.0173358447693092,0.0119423698438528
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2018,0.0136580939333497,0.0163245094304018,0.011250449884526
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2019,0.0128323689532732,0.0156678747439343,0.010490922596729
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2020,0.0119928049960539,0.0147942837677108,0.009478704974822
Age-specific fertility rate,Egypt,Female,40-44 years,Rate,2021,0.011334463068743,0.0142785279636961,0.0087083467383231
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2012,0.0044250911113383,0.0058301534786208,0.0032826348045223
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2013,0.004179501760052,0.0055485946406217,0.0030665290986106
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2014,0.003893821344345,0.0051791197269147,0.0028555032176805
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2015,0.0036015650834995,0.0047383263378696,0.0026458371999952
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2016,0.0033391343667987,0.0043908267122485,0.002463813120239
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2017,0.0030963250320331,0.0040703265259291,0.0022990406677455
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2018,0.0028671594560972,0.0038105380095538,0.0020917810333225
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2019,0.0026520188219945,0.0036004185824802,0.001918151320954
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2020,0.0024362954492314,0.0033812376876934,0.0017237305137916
Age-specific fertility rate,Egypt,Female,45-49 years,Rate,2021,0.0022751575940666,0.0031902173768033,0.0015844675052486
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2012,0.0004101605402363,0.0004207709583777,0.0003991149673019
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2013,0.0003873969273603,0.0003974184749806,0.0003769643757226
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2014,0.0003609172841861,0.000370253831523,0.0003511978260844
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2015,0.0003338281276423,0.0003424639072314,0.0003248381771967
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2016,0.0003095034930012,0.000317510020092,0.0003011686019767
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2017,0.0002869975591309,0.0002944218815832,0.0002792687501393
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2018,0.0002657562617057,0.0002726310943231,0.0002585994782429
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2019,0.0002458149324788,0.0002521739040598,0.000239195166561
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2020,0.0002258195893575,0.0002316613026199,0.0002197382955723
Age-specific fertility rate,Egypt,Female,50-54 years,Rate,2021,0.0002108837636165,0.0002163391029086,0.0002052046897827
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Egypt,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2012,0.0923726748846021,0.105303158160669,0.0798488655680584
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2013,0.0878947602985358,0.100734509903923,0.0757459099326014
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2014,0.08336669826154,0.0960032730508821,0.0721980825394989
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2015,0.079009024442566,0.0909333554118664,0.0682892242101242
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2016,0.0748366838495995,0.0865434142334139,0.0642796871150255
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2017,0.0708186011300919,0.0824894868853365,0.0605921482852422
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2018,0.0670347401818461,0.0784297775454946,0.0570903431862425
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2019,0.063377803896033,0.0748104319616308,0.0539686179993786
Age-specific fertility rate,Qatar,Female,20-24 years,Rate,2020,0.0599057371833127,0.0706497611903211,0.0504192467923797
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2012,0.0002530466956975,0.0002595927453226,0.0002462321792851
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2013,0.0002403574528366,0.0002465752452076,0.0002338846561747
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2014,0.0002207551437281,0.0002264658451536,0.0002148102348412
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2015,0.0001958730105872,0.0002009400376194,0.0001905981744874
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2016,0.000175564069319,0.0001801057255812,0.0001708361505113
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2017,0.0001639694986017,0.0001682112156171,0.0001595538201583
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2018,0.0001543448538466,0.0001583375915106,0.0001501883659035
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2019,0.0001461091678195,0.0001498888570211,0.0001421744658889
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2020,0.0001420721250293,0.0001457473802158,0.0001382461401648
Age-specific fertility rate,Kuwait,Female,50-54 years,Rate,2021,0.0001409168126773,0.0001445621811586,0.0001371219402324
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Kuwait,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2012,0.0954883670941431,0.102927841073223,0.0885155949846836
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2013,0.091429217655167,0.0993939312196897,0.0840116005029012
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2014,0.0878438259670611,0.0957178566942133,0.0804559764828493
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2015,0.0847707175754165,0.0911295869253905,0.0786942018560049
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2016,0.0813935696266571,0.0886158114260947,0.0744421175034462
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2017,0.077310895161643,0.083950371219171,0.0712539951077887
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2018,0.0731611533715777,0.0792534665907107,0.0667137272068858
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2019,0.0691401398025047,0.0752571665921057,0.0633390693096763
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2020,0.0663086502773005,0.0722026817025991,0.0604110188676563
Age-specific fertility rate,Arizona,Female,20-24 years,Rate,2021,0.0645249010400933,0.0719389784454001,0.0579166863796054
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2012,0.114177684495541,0.118761676668671,0.109720675720318
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2013,0.112562165474034,0.117267373113079,0.108246615291345
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2014,0.110681401482371,0.115986696083185,0.105864333620163
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2015,0.108513371415251,0.113000767934219,0.104050047868542
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2016,0.105359953488941,0.110206812783521,0.100807015042009
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2017,0.10193805220143,0.107918924994268,0.0965122996063564
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2018,0.0987587442788975,0.103397536439271,0.0943465963368891
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2019,0.0956745198429547,0.0999335807676682,0.0915574978112169
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2020,0.0935258293786946,0.097764115924098,0.0892824896354602
Age-specific fertility rate,Arizona,Female,25-29 years,Rate,2021,0.0924591282322208,0.0973653365343577,0.0877028809668935
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2012,0.093358574379766,0.0985190898062983,0.0884968478603457
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2013,0.0942303321830641,0.0989004969824329,0.0895005946858305
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2014,0.0950417208769382,0.0999529199531704,0.0902029097070725
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2015,0.0952839623094436,0.100655070245749,0.0906172418353428
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2016,0.0946449601044723,0.099419605317724,0.0900620341393963
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2017,0.0927151327242093,0.0972082732313374,0.0884696836910311
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2018,0.0907785655998619,0.0951998842813284,0.0865188187207807
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2019,0.0892706048989724,0.0944562568894643,0.084649017888507
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2020,0.0891441265648338,0.0941335568730259,0.0842709663704957
Age-specific fertility rate,Arizona,Female,30-34 years,Rate,2021,0.0898437724734048,0.0960865941337743,0.0839475673341763
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2012,0.046581810715146,0.0502917933178888,0.0430710499323528
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2013,0.0470723223780021,0.0504313027362409,0.0439036574286061
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2014,0.0473955340633805,0.0511226722446186,0.0438070690818265
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2015,0.0473096245490798,0.0508228245733076,0.0439062061825043
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2016,0.0469795778139614,0.0504025347525564,0.0436342104321249
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2017,0.046329296253648,0.0497425512767536,0.043301659057361
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2018,0.0455805462740477,0.0487538373884503,0.0423769323514075
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2019,0.0451812122104562,0.0484372807682719,0.0419488804262695
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2020,0.0457550490322107,0.0495990578148123,0.0422629413438933
Age-specific fertility rate,Arizona,Female,35-39 years,Rate,2021,0.0464579598528832,0.0511604379302758,0.0423335742477328
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2012,0.0097645569786616,0.0106602441213223,0.0088567452681306
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2013,0.0099472539552539,0.0108707858060605,0.0090861167444991
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2014,0.0101426063502077,0.0111246367341304,0.0092383600673134
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2015,0.0103213368038112,0.011322415308811,0.0093830627645744
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2016,0.0104440739233439,0.0114501235186447,0.009501414988985
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2017,0.0105155359799618,0.0114687064583844,0.0096489112452367
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2018,0.0104876214937136,0.0114177222742033,0.0095656251550831
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2019,0.0103718685500994,0.0114212523181534,0.0094621078344775
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2020,0.0104318107308372,0.0114988674880083,0.0094855650158578
Age-specific fertility rate,Arizona,Female,40-44 years,Rate,2021,0.0105903789119387,0.0118919545387567,0.0093740840298318
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2012,0.0005638711782152,0.0006830826967572,0.0004589581829799
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2013,0.0006045311080781,0.0007300044508081,0.0004956382836166
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2014,0.0006173835753087,0.0007511813740274,0.0005001331162934
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2015,0.0006540499123428,0.000786882355079,0.0005355633320653
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2016,0.0006900155513747,0.0008394293869243,0.0005754343751629
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2017,0.0006654347665771,0.0007881906797413,0.0005579119776662
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2018,0.0006386481411306,0.0007639894548109,0.0005304152937546
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2019,0.0006390168636065,0.0007660675278605,0.0005192271405751
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2020,0.0006518358803271,0.0007913785937548,0.0005307917671373
Age-specific fertility rate,Arizona,Female,45-49 years,Rate,2021,0.0006661651058027,0.0008349661095964,0.0005231892540663
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2012,5.27288883233307e-05,5.40929287376461e-05,5.13089058418518e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2013,5.65728239538645e-05,5.80363029058924e-05,5.50493247583251e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2014,5.77715841856973e-05,5.92660737934642e-05,5.62158025244579e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2015,6.11746311243694e-05,6.27571539470164e-05,5.95272058273505e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2016,6.4355725105846e-05,6.60205394557837e-05,6.26226333389039e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2017,6.18530437498956e-05,6.34531163876103e-05,6.01873488842569e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2018,5.91922259220095e-05,6.07234660246988e-05,5.75981865534266e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2019,5.91006479203383e-05,6.06295189972561e-05,5.75090747360843e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2020,6.02014287877786e-05,6.17587758981998e-05,5.85802117100649e-05
Age-specific fertility rate,Arizona,Female,50-54 years,Rate,2021,6.16314618625612e-05,6.32258024118702e-05,5.99717341699133e-05
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Arizona,Female,55-59 years,Rate,2015,0.0,0.0,0.0
