measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,England,Female,35-39 years,Rate,2016,0.0652742209908705,0.0688147861900152,0.061883497740794
Age-specific fertility rate,England,Female,35-39 years,Rate,2017,0.063399474210768,0.0670715270722379,0.0602838595807692
Age-specific fertility rate,England,Female,35-39 years,Rate,2018,0.0613878637794685,0.0646675240067036,0.0583380445213686
Age-specific fertility rate,England,Female,35-39 years,Rate,2019,0.0597126018633353,0.0628828678799234,0.0565668248164677
Age-specific fertility rate,England,Female,35-39 years,Rate,2020,0.0591364434530573,0.0642945839969297,0.054256793515329
Age-specific fertility rate,England,Female,35-39 years,Rate,2021,0.0592963302787262,0.0676038922962028,0.0515806269628434
Age-specific fertility rate,England,Female,40-44 years,Rate,2012,0.0136692725601393,0.0144305126546048,0.01294364454065
Age-specific fertility rate,England,Female,40-44 years,Rate,2013,0.0136389594762153,0.0143803399638585,0.0129167302061333
Age-specific fertility rate,England,Female,40-44 years,Rate,2014,0.0139029969413769,0.0146024968946871,0.0131559157389505
Age-specific fertility rate,England,Female,40-44 years,Rate,2015,0.014368228285367,0.0151759019545868,0.0136380212836051
Age-specific fertility rate,England,Female,40-44 years,Rate,2016,0.0146991627358715,0.0155627931633349,0.0138784162206335
Age-specific fertility rate,England,Female,40-44 years,Rate,2017,0.0147223111854808,0.0155914014563546,0.0139661827070876
Age-specific fertility rate,England,Female,40-44 years,Rate,2018,0.0148248690900527,0.0156017734602986,0.0139721823096904
Age-specific fertility rate,England,Female,40-44 years,Rate,2019,0.0147407803095035,0.0155083186744943,0.0139671472661183
Age-specific fertility rate,England,Female,40-44 years,Rate,2020,0.0146398843556284,0.0160216342394584,0.0133910601279719
Age-specific fertility rate,England,Female,40-44 years,Rate,2021,0.0147571658695112,0.0173325985918601,0.0124666721569454
Age-specific fertility rate,England,Female,45-49 years,Rate,2012,0.0008668373684784,0.000943571373931,0.0007941588118828
Age-specific fertility rate,England,Female,45-49 years,Rate,2013,0.0008756724734534,0.0009568926608895,0.0007966623091846
Age-specific fertility rate,England,Female,45-49 years,Rate,2014,0.0009032338221712,0.0009921311727951,0.0008248279641568
Age-specific fertility rate,England,Female,45-49 years,Rate,2015,0.0009492673440172,0.001039752886124,0.0008646473797702
Age-specific fertility rate,England,Female,45-49 years,Rate,2016,0.0009884607636236,0.0010748048892266,0.000909691944293
Age-specific fertility rate,England,Female,45-49 years,Rate,2017,0.0010178528114786,0.0011080786179624,0.0009279118106987
Age-specific fertility rate,England,Female,45-49 years,Rate,2018,0.0010325939479637,0.0011316338739987,0.0009434890007881
Age-specific fertility rate,England,Female,45-49 years,Rate,2019,0.0010372415576942,0.0011441243364292,0.0009415876998558
Age-specific fertility rate,England,Female,45-49 years,Rate,2020,0.0010349062216301,0.0011943389747262,0.0008891883786274
Age-specific fertility rate,England,Female,45-49 years,Rate,2021,0.0010441371548473,0.0013093902555672,0.0008215001059495
Age-specific fertility rate,England,Female,50-54 years,Rate,2012,8.04396946799619e-05,8.25205842634071e-05,7.82734635893186e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2013,8.12527235844951e-05,8.33546453633659e-05,7.90645977253846e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2014,8.38106245666895e-05,8.59787165309458e-05,8.15536147485278e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2015,8.80766167578343e-05,9.03550654153741e-05,8.57047242943112e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2016,9.17052097533676e-05,9.40775262630543e-05,8.92355997264762e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2017,9.44354262804184e-05,9.68783705958706e-05,9.18922918580328e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2018,9.58064834184065e-05,9.82848955278142e-05,9.32264265958156e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2019,9.62320656386109e-05,9.87214871086639e-05,9.36405479391396e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2020,9.60351849890312e-05,9.85195133654998e-05,9.34489692612538e-05
Age-specific fertility rate,England,Female,50-54 years,Rate,2021,9.6905317078968e-05,9.94121548497024e-05,9.42956688009592e-05
Age-specific fertility rate,England,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,England,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,England,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,England,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,England,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,England,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2012,0.113230094863569,0.131225121415071,0.096782196158187
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2013,0.110425756127634,0.127988949945654,0.0940662145192142
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2014,0.107696492491144,0.124048922589053,0.0915196860454165
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2015,0.104870817033112,0.121186732552033,0.0889196998076608
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2016,0.102062932718272,0.119101433798603,0.0865288853190658
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2017,0.0992791591547384,0.115842565450344,0.0839567158678246
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2018,0.096543689013784,0.111830239898815,0.0811367113080351
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2019,0.0939548766577866,0.110415634309216,0.0790196270962307
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2020,0.0913167009493156,0.108460175511466,0.0759297598091715
Age-specific fertility rate,Colombia,Female,20-24 years,Rate,2021,0.0887031214608696,0.105597234555957,0.0735297886249407
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2012,0.0985415910056552,0.109239385495554,0.0880756413731933
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2013,0.0969579787905923,0.107343122676226,0.0863393458101445
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2014,0.0953641280662253,0.106028919407086,0.0851084325197392
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2015,0.0937100417243555,0.10422480809622,0.0835237020774272
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2016,0.0920834122359851,0.102792715520446,0.0820140689690941
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2017,0.0905055952703723,0.101203375494306,0.0805511141472165
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2018,0.0889766209857137,0.0998485242262173,0.0787956168849199
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2019,0.087459240889403,0.0982206079500086,0.0773119965217694
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2020,0.0859235150274187,0.0968359329472238,0.0763851146025231
Age-specific fertility rate,Colombia,Female,25-29 years,Rate,2021,0.0848419500037199,0.0950910089978718,0.0752451311493137
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2012,0.0733538211066808,0.0847637837411381,0.0633170926620716
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2013,0.0726115154336282,0.0841955292435894,0.0626590575231586
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2014,0.0719180975852432,0.0835762094617971,0.0618402058881125
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2015,0.0711701510591932,0.0819237294743038,0.0600122346994462
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2016,0.0703739678597259,0.0816145958082227,0.0596102090430813
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2017,0.0695555358544014,0.0811837448647531,0.0584569550236385
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2018,0.0687931233740193,0.0806949302481839,0.0574160738447458
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2019,0.0680057214056934,0.0797057835500535,0.0571413733989161
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2020,0.0672675650306746,0.0790205478359535,0.0562571390570655
Age-specific fertility rate,Colombia,Female,30-34 years,Rate,2021,0.0667161957989055,0.0780267298013549,0.0562307205271951
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2012,0.0418763445826827,0.0501675640167886,0.0344166232274096
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2013,0.0415230223658371,0.0501059805271905,0.0342802273405772
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2014,0.0411731388163849,0.0500348095305864,0.0335235883613901
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2015,0.0407376785165603,0.0493382280563462,0.0329891173428536
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2016,0.0403581259412845,0.0488644203837302,0.0325871792451083
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2017,0.0399346061519942,0.0487448209700963,0.0319180951606313
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2018,0.0394860395063266,0.0485916113717946,0.0311216496771698
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2019,0.0390658814157126,0.0476993790598645,0.0309901799410768
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2020,0.0386456544346662,0.0476704632826322,0.0304987261964019
Age-specific fertility rate,Colombia,Female,35-39 years,Rate,2021,0.0383008592693416,0.0470276324842777,0.0305288177601796
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2012,0.0109797060234138,0.0137914641773777,0.0087023181312742
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2013,0.0109146431251488,0.013726439060229,0.0086370585181942
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2014,0.0108648130167451,0.0136603276788337,0.0084743010324254
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2015,0.0108185118073409,0.0136602838882767,0.0084130962599131
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2016,0.0107825264904994,0.013893989978752,0.008311570409461
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2017,0.010769435298941,0.0139493510404819,0.0081857416142053
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2018,0.0107651881779125,0.0139081066234752,0.0082693675631307
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2019,0.0107561203895243,0.0137453205467241,0.0083592508483555
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2020,0.0107443089628315,0.0137476243139479,0.0083245337472478
Age-specific fertility rate,Colombia,Female,40-44 years,Rate,2021,0.0107262642783671,0.0137812834372407,0.0082914695803886
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2012,0.0015300260035771,0.0020442740821435,0.0011025668196021
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2013,0.0014528980368983,0.001956704112128,0.0010514441181654
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2014,0.0013833341957965,0.0018641512698263,0.0009994105732848
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2015,0.0013133383393439,0.0017861216581027,0.0009344680903934
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2016,0.0012437641043904,0.0017173580143936,0.0008814897845396
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2017,0.0011778381331761,0.0016254026538313,0.000825336750911
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2018,0.0011150644577198,0.0015449117270869,0.0007766659399849
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2019,0.0010577502028254,0.0014843709554308,0.0007321563989412
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2020,0.0010015524564983,0.0014228262602984,0.0006998623749189
Age-specific fertility rate,Colombia,Female,45-49 years,Rate,2021,0.0009568277754389,0.0013457947324217,0.0006640934358313
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2012,0.0001418177109607,0.0001454863847251,0.0001379985774358
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2013,0.0001346687398584,0.0001381524773228,0.0001310421272465
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2014,0.0001282208855816,0.0001315378238948,0.0001247679128929
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2015,0.0001217329879148,0.0001248820911967,0.0001184547335128
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2016,0.0001152841702346,0.0001182664494431,0.0001121795817001
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2017,0.0001091735091683,0.0001119977120562,0.0001062334799853
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2018,0.0001033550335731,0.0001060287186687,0.0001005716952227
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2019,9.80425902450671e-05,0.0001005788480663,9.5402315340481e-05
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2020,9.28336358046663e-05,9.52351434994411e-05,9.03336374029117e-05
Age-specific fertility rate,Colombia,Female,50-54 years,Rate,2021,8.86881167896471e-05,9.09823843044257e-05,8.62997567054286e-05
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Colombia,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2012,0.0973050370437952,0.105789174194469,0.0891722825155235
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2013,0.0951618996559806,0.103578238604727,0.0869407936449952
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2014,0.0938508067134028,0.102763212335423,0.0863669719587348
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2015,0.0926703177374346,0.101721478743662,0.0846951253238363
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2016,0.0906455863490351,0.0991175377882892,0.083151452498629
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2017,0.0879951297369957,0.0962653054113339,0.0802928818679394
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2018,0.0838240641842235,0.0913870874490315,0.0759699657457877
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2019,0.078007727458172,0.0854516302320748,0.0710606960963689
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2020,0.0724930796450561,0.0804851106793626,0.0652730491176825
Age-specific fertility rate,Costa Rica,Female,20-24 years,Rate,2021,0.0685536613459041,0.0779274657521606,0.0595432384093451
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2012,0.0907927829488924,0.0969514965231269,0.0847288595503821
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2013,0.0894034133596696,0.0952855689715283,0.0838526740195989
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2014,0.0887797275146366,0.0948100492245057,0.082920903976208
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2015,0.0880942577841397,0.094272365412702,0.0823640234183499
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2016,0.0871370825284473,0.0929741565774585,0.0816254333920614
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2017,0.0855876465914782,0.091186913828544,0.0800772693341174
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2018,0.0826564395062504,0.0881305490764446,0.0773986449129823
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2019,0.0786861302610436,0.084353156185487,0.0737255553361976
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2020,0.0750084554546081,0.0808768794486269,0.0697402916278415
Age-specific fertility rate,Costa Rica,Female,25-29 years,Rate,2021,0.0729069601637507,0.0792163660511643,0.0669485895419421
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2012,0.193878728819011,0.212142399660765,0.17496310230832
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2013,0.187571729701738,0.205756293643506,0.168680603676835
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2014,0.180550666856738,0.198186004823576,0.161598265828781
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2015,0.172986641854288,0.191450815927107,0.153763733761033
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2016,0.165013598857153,0.184270326420379,0.145907376436133
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2017,0.156805600000635,0.176479699774269,0.138179741093162
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2018,0.148624605123238,0.168385945814977,0.130370341324877
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2019,0.140390170256149,0.160511759412473,0.122299631729803
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2020,0.132240677399908,0.152128081391771,0.114852643281818
Age-specific fertility rate,Iraq,Female,20-24 years,Rate,2021,0.124243559044471,0.144608525139488,0.107387209120302
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2012,0.212253524700269,0.224808989571425,0.200142424597889
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2013,0.20226214398092,0.215041112772033,0.189972757909351
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2014,0.195027633355742,0.207972900384172,0.182287325244948
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2015,0.190168985976454,0.202984777823984,0.177169583187147
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2016,0.184996110334331,0.198213457872942,0.171722224776081
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2017,0.179602984851227,0.193277318290609,0.166070904498435
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2018,0.17389346757469,0.188071017437426,0.160660872436425
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2019,0.167990093696412,0.182311909974469,0.154586041953425
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2020,0.162013328417965,0.176150901975843,0.149106361318068
Age-specific fertility rate,Iraq,Female,25-29 years,Rate,2021,0.157298235857317,0.171837321182718,0.144811520140099
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2012,0.169238712176462,0.18364244517585,0.154695931668298
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2013,0.166243682417704,0.180822142619288,0.151676224561377
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2014,0.163043968972142,0.177805969408752,0.148754360929891
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2015,0.159647231738596,0.174512896511078,0.145242816605126
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2016,0.155992020210362,0.1711445933824,0.141312206308543
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2017,0.152241195603822,0.167263976642414,0.138021071382674
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2018,0.148300017646078,0.163457476904255,0.133725500241677
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2019,0.144265029380988,0.159628533418038,0.129725876421845
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2020,0.140005593423866,0.155479478776423,0.125272393977078
Age-specific fertility rate,Iraq,Female,30-34 years,Rate,2021,0.136414379464561,0.151889684768068,0.121905660637916
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2012,0.107835123407512,0.120937608706434,0.09475979721899
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2013,0.10578906153741,0.118882088336807,0.0928984247740352
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2014,0.103526112227385,0.1165502876062,0.0905679156538103
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2015,0.10126240789725,0.114576645708377,0.0877821813357595
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2016,0.0989402266066169,0.112019515466808,0.0854117751999372
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2017,0.0965824739496945,0.109412336637678,0.0830562196803474
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2018,0.0941561339000106,0.10727589323065,0.0806099327548418
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2019,0.0916713848664613,0.104931308019854,0.0784153112146188
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2020,0.0891332046381062,0.102463880673406,0.0764756368735075
Age-specific fertility rate,Iraq,Female,35-39 years,Rate,2021,0.0868245415782892,0.100795173398203,0.0742997851581458
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2012,0.0472137900012251,0.0545647979835647,0.0403324058865648
