measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Florida,Male,55-59 years,Years,2019,26.509961176839862,26.62936823486473,26.385656936364782
Life expectancy,Florida,Female,55-59 years,Years,2019,30.256592803208623,30.373718400483142,30.140568975282534
Life expectancy,Florida,Male,55-59 years,Years,2020,25.3254082271068,25.440455028463916,25.214236098041287
Life expectancy,Florida,Female,55-59 years,Years,2020,29.244682454125236,29.36008716891091,29.134993722811135
Life expectancy,Florida,Male,55-59 years,Years,2021,24.579304973107995,26.135678161567274,23.090115138072246
Life expectancy,Florida,Female,55-59 years,Years,2021,28.61123858375865,29.875802500605666,27.393678359743504
Life expectancy,Florida,Male,60-64 years,Years,2012,22.767308065256003,22.872280787172695,22.66587500751045
Life expectancy,Florida,Female,60-64 years,Years,2012,25.849716094617758,25.957929614931714,25.744108449212483
Life expectancy,Florida,Male,60-64 years,Years,2013,22.8207391100443,22.929591719209597,22.71616197302939
Life expectancy,Florida,Female,60-64 years,Years,2013,25.872381076391495,25.978018524738697,25.76517102536964
Life expectancy,Florida,Male,60-64 years,Years,2014,22.71757363101833,22.81882983778906,22.6086367279571
Life expectancy,Florida,Female,60-64 years,Years,2014,25.90735395488581,26.022971652266193,25.79714092259673
Life expectancy,Florida,Male,60-64 years,Years,2015,22.66213950470157,22.757804112540352,22.561593098847663
Life expectancy,Florida,Female,60-64 years,Years,2015,25.89787336142068,26.001755409539623,25.784755475873865
Life expectancy,Florida,Male,60-64 years,Years,2016,22.473838456694075,22.574885879539366,22.37235311895412
Life expectancy,Florida,Female,60-64 years,Years,2016,25.757226697900748,25.859560462613423,25.654315843241783
Life expectancy,Florida,Male,60-64 years,Years,2017,22.518276650322584,22.618334235616274,22.415822666836416
Life expectancy,Florida,Female,60-64 years,Years,2017,25.77795272594124,25.887163925823486,25.669194298178933
Life expectancy,Florida,Male,60-64 years,Years,2018,22.61180526564279,22.710722166081297,22.512069698112875
Life expectancy,Florida,Female,60-64 years,Years,2018,25.894222878289558,26.001923217260273,25.783522698427102
Life expectancy,Florida,Male,60-64 years,Years,2019,22.655538468417298,22.762233527765794,22.54426609341882
Life expectancy,Florida,Female,60-64 years,Years,2019,26.0135206711499,26.120730174713866,25.90737666355733
Life expectancy,Florida,Male,60-64 years,Years,2020,21.53788682784451,21.640245885869884,21.439122097994243
Life expectancy,Florida,Female,60-64 years,Years,2020,25.065273419069765,25.17025911227381,24.96558388335092
Life expectancy,Florida,Male,60-64 years,Years,2021,20.868361682027544,22.260370139266364,19.552972703275632
Life expectancy,Florida,Female,60-64 years,Years,2021,24.45943106850594,25.608493470957537,23.37157702891443
Life expectancy,Florida,Male,65-69 years,Years,2012,19.117167007833643,19.2091692655886,19.028561912353478
Life expectancy,Florida,Female,65-69 years,Years,2012,21.693813568044533,21.792136987342936,21.59812413318082
Life expectancy,Florida,Male,65-69 years,Years,2013,19.172517367689583,19.267217528153957,19.08150171631663
Life expectancy,Florida,Female,65-69 years,Years,2013,21.726210212801348,21.821863573300753,21.62876372649959
Life expectancy,Florida,Male,65-69 years,Years,2014,19.095272705284614,19.183283659076164,19.000391168001862
Life expectancy,Florida,Female,65-69 years,Years,2014,21.774238715969815,21.87884499185794,21.67437681378167
Life expectancy,Florida,Male,65-69 years,Years,2015,19.05585562056844,19.138722877737823,18.96845641591362
Life expectancy,Florida,Female,65-69 years,Years,2015,21.785626731465907,21.879406130307352,21.682987989170993
Life expectancy,Florida,Male,65-69 years,Years,2016,18.902311532335013,18.990112472656534,18.814194061209253
Life expectancy,Florida,Female,65-69 years,Years,2016,21.681450046793664,21.773620136923906,21.58880994931819
Life expectancy,Florida,Male,65-69 years,Years,2017,18.950468429317343,19.03727743925771,18.861277559491388
Life expectancy,Florida,Female,65-69 years,Years,2017,21.703204556259085,21.801738427185043,21.605374599128577
Life expectancy,Florida,Male,65-69 years,Years,2018,19.033790339151807,19.119808919061157,18.947191984592518
Life expectancy,Florida,Female,65-69 years,Years,2018,21.81076849598461,21.90776671234171,21.710968444191135
Life expectancy,Florida,Male,65-69 years,Years,2019,19.06739000243463,19.160023430943895,18.970629841628014
Life expectancy,Florida,Female,65-69 years,Years,2019,21.92802308169594,22.024988128282978,21.832055331826865
Life expectancy,Florida,Male,65-69 years,Years,2020,18.046152716087214,18.134185413276413,17.960754838311157
Life expectancy,Florida,Female,65-69 years,Years,2020,21.039310738422188,21.13356855312756,20.950668327039764
Life expectancy,Florida,Male,65-69 years,Years,2021,17.447494031209146,18.658814120755068,16.31594742897661
Life expectancy,Florida,Female,65-69 years,Years,2021,20.472198218447907,21.51558603636448,19.49708202252977
Life expectancy,Florida,Male,70-74 years,Years,2012,15.57447559101503,15.652579949029652,15.499255923910125
Life expectancy,Florida,Female,70-74 years,Years,2012,17.714336121829614,17.802574538298995,17.62866992074634
Life expectancy,Florida,Male,70-74 years,Years,2013,15.62109302860336,15.701240635001968,15.544369938648256
Life expectancy,Florida,Female,70-74 years,Years,2013,17.740320694930478,17.825801258901564,17.653064970132586
Life expectancy,Florida,Male,70-74 years,Years,2014,15.563456961030314,15.638053177297238,15.48301169043033
Life expectancy,Florida,Female,70-74 years,Years,2014,17.770577849521633,17.864349584594567,17.680799889714137
Life expectancy,Florida,Male,70-74 years,Years,2015,15.542326575053554,15.612788437514578,15.46845061356266
Life expectancy,Florida,Female,70-74 years,Years,2015,17.79066111765905,17.874743762394743,17.69876559322385
Life expectancy,Florida,Male,70-74 years,Years,2016,15.41467279915703,15.48877885104558,15.340258454837922
Life expectancy,Florida,Female,70-74 years,Years,2016,17.707058913487405,17.78954014814315,17.62411805979768
Life expectancy,Florida,Male,70-74 years,Years,2017,15.462461930983292,15.535746667337703,15.386744779745463
Life expectancy,Florida,Female,70-74 years,Years,2017,17.719919487249385,17.80829380335192,17.632469960496476
Life expectancy,Florida,Male,70-74 years,Years,2018,15.550390460216594,15.622884740136843,15.477168121535856
Life expectancy,Florida,Female,70-74 years,Years,2018,17.824624038579362,17.911700874275933,17.735629692047574
Life expectancy,Florida,Male,70-74 years,Years,2019,15.595949598160939,15.673964522474147,15.514314809084773
Life expectancy,Florida,Female,70-74 years,Years,2019,17.927895870778812,18.015236579958543,17.841554830002018
Life expectancy,Florida,Male,70-74 years,Years,2020,14.689208554682526,14.762272530471034,14.617869746815726
Life expectancy,Florida,Female,70-74 years,Years,2020,17.12733702586493,17.211335704814843,17.04813880947459
Life expectancy,Florida,Male,70-74 years,Years,2021,14.153650513669483,15.17909155013061,13.207874249808361
Life expectancy,Florida,Female,70-74 years,Years,2021,16.615793899947167,17.548648598024734,15.748890506474433
Life expectancy,Florida,Male,75-79 years,Years,2012,12.24083610377294,12.304290486608004,12.179797509879206
Life expectancy,Florida,Female,75-79 years,Years,2012,13.934032676726128,14.01151340031835,13.858947035333099
Life expectancy,Florida,Male,75-79 years,Years,2013,12.286631446839449,12.352003636422443,12.224166008756763
Life expectancy,Florida,Female,75-79 years,Years,2013,13.959540491185551,14.034049202493684,13.883356899467605
Life expectancy,Florida,Male,75-79 years,Years,2014,12.25238653468603,12.313154376401377,12.186926095638832
Life expectancy,Florida,Female,75-79 years,Years,2014,13.991801216939443,14.073788538251266,13.913011499904073
Life expectancy,Florida,Male,75-79 years,Years,2015,12.248809034523278,12.306095453307119,12.188314895039442
Life expectancy,Florida,Female,75-79 years,Years,2015,14.031135142960686,14.104601070062262,13.95039308327779
Life expectancy,Florida,Male,75-79 years,Years,2016,12.154770355068852,12.214817011239168,12.094596647118765
Life expectancy,Florida,Female,75-79 years,Years,2016,13.981559486125665,14.053268090417939,13.909307017491585
Life expectancy,Florida,Male,75-79 years,Years,2017,12.186129376784045,12.245574858265163,12.125076487657825
Life expectancy,Florida,Female,75-79 years,Years,2017,13.989125705062696,14.066180392140799,13.91327473135346
Life expectancy,Florida,Male,75-79 years,Years,2018,12.265342214656455,12.324485169022536,12.205311198920052
Life expectancy,Florida,Female,75-79 years,Years,2018,14.080487141151263,14.156618359171773,14.003079021902616
Life expectancy,Florida,Male,75-79 years,Years,2019,12.309767202047073,12.373140577090272,12.243299910763117
Life expectancy,Florida,Female,75-79 years,Years,2019,14.167364409685053,14.244081321194978,14.09171891008731
Life expectancy,Florida,Male,75-79 years,Years,2020,11.499088089534693,11.55739199890869,11.440640907988273
Life expectancy,Florida,Female,75-79 years,Years,2020,13.449050070887438,13.521779615416765,13.380431723408371
Life expectancy,Florida,Male,75-79 years,Years,2021,11.04439699700356,11.879937821227767,10.271781044866831
Life expectancy,Florida,Female,75-79 years,Years,2021,12.988121103951755,13.806102382509152,12.237298735781142
Life expectancy,California,Male,20-24 years,Years,2012,59.322594503226554,59.424722518957424,59.21545260412544
Life expectancy,California,Female,20-24 years,Years,2012,63.58094811285208,63.693057558016356,63.462707102558575
Life expectancy,California,Male,20-24 years,Years,2013,59.38399192183392,59.48893478344288,59.28263694913018
Life expectancy,California,Female,20-24 years,Years,2013,63.812660044569405,63.93135771404473,63.7004101210766
Life expectancy,California,Male,20-24 years,Years,2014,59.55280247148569,59.67080987202424,59.44176806505191
Life expectancy,California,Female,20-24 years,Years,2014,63.83079508382622,63.943236921171184,63.71185296152728
Life expectancy,California,Male,20-24 years,Years,2015,59.38973527260066,59.49565378389781,59.27600521976446
Life expectancy,California,Female,20-24 years,Years,2015,63.820589529597996,63.936316695634616,63.69903385974281
Life expectancy,California,Male,20-24 years,Years,2016,59.3642952952173,59.48072778527229,59.24551828889311
Life expectancy,California,Female,20-24 years,Years,2016,63.8481049778154,63.96075592670003,63.73748480120351
Life expectancy,California,Male,20-24 years,Years,2017,59.49000203290211,59.59523845591217,59.377593603725735
Life expectancy,California,Female,20-24 years,Years,2017,63.98771481219976,64.10594855265401,63.87212736684138
Life expectancy,California,Male,20-24 years,Years,2018,59.570234813862896,59.685102022971535,59.456291173833165
Life expectancy,California,Female,20-24 years,Years,2018,64.2118525105872,64.33562930334872,64.08994768429228
Life expectancy,California,Male,20-24 years,Years,2019,59.597480546752074,59.71008041925146,59.48757877343755
Life expectancy,California,Female,20-24 years,Years,2019,64.41344444551312,64.54076560249187,64.28851070476958
Life expectancy,California,Male,20-24 years,Years,2020,57.44673982008974,57.56133120430425,57.33648806007048
Life expectancy,California,Female,20-24 years,Years,2020,63.117753205693994,63.22726003936521,63.003786701052725
Life expectancy,California,Male,20-24 years,Years,2021,57.12513087622899,59.08759471292093,55.30543197074199
Life expectancy,California,Female,20-24 years,Years,2021,62.66825852097435,64.17029305261748,61.19605636018214
Life expectancy,California,Male,25-29 years,Years,2012,54.60813716152616,54.70838686007501,54.5029283663654
Life expectancy,California,Female,25-29 years,Years,2012,58.68133580724461,58.79229419852678,58.56430169050392
Life expectancy,California,Male,25-29 years,Years,2013,54.67078932307959,54.77380865299563,54.571302152011185
Life expectancy,California,Female,25-29 years,Years,2013,58.91058254790259,59.02806850980411,58.799453246094856
Life expectancy,California,Male,25-29 years,Years,2014,54.83399305521417,54.949717693799755,54.72499347632089
Life expectancy,California,Female,25-29 years,Years,2014,58.931073387019005,59.0423258554242,58.81336984803565
Life expectancy,California,Male,25-29 years,Years,2015,54.682367567824706,54.786317800685026,54.57083545027807
Life expectancy,California,Female,25-29 years,Years,2015,58.92262336948478,59.03709538646739,58.802378793023415
Life expectancy,California,Male,25-29 years,Years,2016,54.67056638007675,54.784716428563684,54.55421344907323
Life expectancy,California,Female,25-29 years,Years,2016,58.952872047086395,59.06428600209902,58.843457282921804
Life expectancy,California,Male,25-29 years,Years,2017,54.79655170421776,54.89983002323942,54.6862485854156
Life expectancy,California,Female,25-29 years,Years,2017,59.09722746414251,59.21414250378248,58.98292719642757
Life expectancy,California,Male,25-29 years,Years,2018,54.866029279214146,54.978675142094296,54.754302729248145
Life expectancy,California,Female,25-29 years,Years,2018,59.32356281078809,59.44595809073706,59.20303638882667
Life expectancy,California,Male,25-29 years,Years,2019,54.89616421016241,55.00666908305795,54.788319552394995
Life expectancy,California,Female,25-29 years,Years,2019,59.5252384531495,59.65109460988063,59.40173215778615
Life expectancy,California,Male,25-29 years,Years,2020,52.828158897615985,52.94051970462355,52.72055244618327
Life expectancy,California,Female,25-29 years,Years,2020,58.25122127895517,58.35923980037274,58.138797051075144
Life expectancy,California,Male,25-29 years,Years,2021,52.494299067766626,54.41576955179785,50.717093913383216
Life expectancy,California,Female,25-29 years,Years,2021,57.799275055029156,59.283155653633735,56.34572999916143
Life expectancy,California,Male,30-34 years,Years,2012,49.879531242765474,49.97858248930688,49.77554433337362
Life expectancy,California,Female,30-34 years,Years,2012,53.7910648138678,53.900598265023035,53.67559601022697
Life expectancy,California,Male,30-34 years,Years,2013,49.944746874166626,50.04650035120385,49.84647123617432
Life expectancy,California,Female,30-34 years,Years,2013,54.021064286915255,54.13704395759172,53.91135949424261
Life expectancy,California,Male,30-34 years,Years,2014,50.1197263966813,50.23383020291314,50.0121385958975
Life expectancy,California,Female,30-34 years,Years,2014,54.04743788865561,54.1571517982655,53.931350536582364
Life expectancy,California,Male,30-34 years,Years,2015,49.98755410606911,50.09012500627204,49.877589899066635
Life expectancy,California,Female,30-34 years,Years,2015,54.04182639111085,54.154655132594854,53.92331124670819
Life expectancy,California,Male,30-34 years,Years,2016,49.99467248857481,50.10717909530801,49.88005800960606
Life expectancy,California,Female,30-34 years,Years,2016,54.07348721422167,54.18331173544871,53.9656241888995
Life expectancy,California,Male,30-34 years,Years,2017,50.12053445059724,50.22244673071401,50.01169614481869
Life expectancy,California,Female,30-34 years,Years,2017,54.21841010059598,54.33369899928011,54.105752083875515
Life expectancy,California,Male,30-34 years,Years,2018,50.18834808916793,50.29935825758479,50.0782264839281
Life expectancy,California,Female,30-34 years,Years,2018,54.448264638543876,54.5689274734531,54.32946866175776
Life expectancy,California,Male,30-34 years,Years,2019,50.23270172118026,50.34154810115355,50.126477324357275
Life expectancy,California,Female,30-34 years,Years,2019,54.64907822637584,54.773078053412284,54.527388118448165
Life expectancy,California,Male,30-34 years,Years,2020,48.24312420260246,48.353636701865476,48.137423135204436
Life expectancy,California,Female,30-34 years,Years,2020,53.41766218184066,53.5235982709583,53.307232682592726
Life expectancy,California,Male,30-34 years,Years,2021,47.900571836093306,49.794007136505186,46.15903797145755
Life expectancy,California,Female,30-34 years,Years,2021,52.96009588344896,54.42249034798705,51.529563615291565
Life expectancy,California,Male,35-39 years,Years,2012,45.152462116544626,45.25028456287829,45.04980048344508
Life expectancy,California,Female,35-39 years,Years,2012,48.923184435077026,49.03105635477891,48.809609090314964
Life expectancy,California,Male,35-39 years,Years,2013,45.22279571917486,45.32315081263502,45.12580136252504
Life expectancy,California,Female,35-39 years,Years,2013,49.15283598679574,49.26709199472834,49.04474572524784
Life expectancy,California,Male,35-39 years,Years,2014,45.39994597149853,45.51241821536341,45.29380521189125
Life expectancy,California,Female,35-39 years,Years,2014,49.18306661663022,49.291044735457625,49.06882870006738
Life expectancy,California,Male,35-39 years,Years,2015,45.280041537248,45.381246517560854,45.17164566261419
Life expectancy,California,Female,35-39 years,Years,2015,49.184951801312096,49.29581302941036,49.06843454082827
Life expectancy,California,Male,35-39 years,Years,2016,45.298839083664184,45.40972448724627,45.18590646058043
Life expectancy,California,Female,35-39 years,Years,2016,49.224492374604495,49.33240658971104,49.11851336716173
Life expectancy,California,Male,35-39 years,Years,2017,45.43521230543506,45.53570410217999,45.32790800894959
Life expectancy,California,Female,35-39 years,Years,2017,49.371417537523705,49.484690272373804,49.2607738292228
Life expectancy,California,Male,35-39 years,Years,2018,45.519027343869894,45.628293831386586,45.41061203279738
Life expectancy,California,Female,35-39 years,Years,2018,49.60596308016298,49.72453077153808,49.48926820706688
Life expectancy,California,Male,35-39 years,Years,2019,45.57953266147016,45.68659241927589,45.47504530152989
Life expectancy,California,Female,35-39 years,Years,2019,49.81294634761869,49.93455417628032,49.693639319360074
Life expectancy,California,Male,35-39 years,Years,2020,43.69772394155238,43.805998954819685,43.59406913670077
Life expectancy,California,Female,35-39 years,Years,2020,48.62090581561231,48.72442110794246,48.51325009034122
Life expectancy,California,Male,35-39 years,Years,2021,43.34121983646906,45.19480982643196,41.63060368216371
Life expectancy,California,Female,35-39 years,Years,2021,48.157966886090485,49.59695441776456,46.75607091211535
Life expectancy,California,Male,40-44 years,Years,2012,40.441639418659705,40.53782795208997,40.34074487076691
Life expectancy,California,Female,40-44 years,Years,2012,44.08990446283054,44.19579780824179,43.97859391701239
Life expectancy,California,Male,40-44 years,Years,2013,40.5173834086251,40.61589227981103,40.42214614445376
Life expectancy,California,Female,40-44 years,Years,2013,44.32279630039676,44.43494807431013,44.21670783799904
Life expectancy,California,Male,40-44 years,Years,2014,40.70188955338475,40.812293797926785,40.597686088959385
Life expectancy,California,Female,40-44 years,Years,2014,44.36242516595669,44.46822959427989,44.25060466531513
Life expectancy,California,Male,40-44 years,Years,2015,40.6046803446264,40.703956530105046,40.498454091264904
Life expectancy,California,Female,40-44 years,Years,2015,44.364977633027394,44.47346402078927,44.250822481770314
Life expectancy,California,Male,40-44 years,Years,2016,40.63702970363763,40.74568030078862,40.52635931637957
Life expectancy,California,Female,40-44 years,Years,2016,44.40794559035601,44.51360523953872,44.30418982452646
Life expectancy,California,Male,40-44 years,Years,2017,40.78055656946916,40.87902873246429,40.67546214940534
Life expectancy,California,Female,40-44 years,Years,2017,44.56265886058875,44.673511393646116,44.454431575889174
Life expectancy,California,Male,40-44 years,Years,2018,40.87625195910725,40.9831680501156,40.770154898773285
Life expectancy,California,Female,40-44 years,Years,2018,44.807099852591485,44.92307926423238,44.693038974232884
Life expectancy,California,Male,40-44 years,Years,2019,40.94881038830671,41.05349245446104,40.84661079875727
Life expectancy,California,Female,40-44 years,Years,2019,45.014998098014296,45.13378599860208,44.89844246492021
Life expectancy,California,Male,40-44 years,Years,2020,39.179715313735514,39.285043689561796,39.07915347022686
Life expectancy,California,Female,40-44 years,Years,2020,43.856160151861516,43.95682400059591,43.75138812502864
Life expectancy,California,Male,40-44 years,Years,2021,38.812912933547885,40.61324384555617,37.13951833974697
Life expectancy,California,Female,40-44 years,Years,2021,43.39832840445182,44.808937613684485,42.02975214345322
Life expectancy,California,Male,45-49 years,Years,2012,35.80935720239724,35.90302763632374,35.711172961088806
Life expectancy,California,Female,45-49 years,Years,2012,39.32974112458639,39.432812095667444,39.2214995422988
Life expectancy,California,Male,45-49 years,Years,2013,35.88844766159632,35.984225675827496,35.79587017231789
Life expectancy,California,Female,45-49 years,Years,2013,39.55938398131114,39.668626607442306,39.4559847171409
Life expectancy,California,Male,45-49 years,Years,2014,36.07137826328059,36.17874219428021,35.96999065776471
Life expectancy,California,Female,45-49 years,Years,2014,39.603506295021326,39.70642464078506,39.494850368866416
Life expectancy,California,Male,45-49 years,Years,2015,35.984286306540035,36.080861055591576,35.88108793549654
Life expectancy,California,Female,45-49 years,Years,2015,39.60589854658539,39.7113598797085,39.49483011712032
Life expectancy,California,Male,45-49 years,Years,2016,36.022371162822886,36.12796010855959,35.914800806672076
Life expectancy,California,Female,45-49 years,Years,2016,39.647089270790644,39.74992599551461,39.54612648676575
Life expectancy,California,Male,45-49 years,Years,2017,36.16609177579127,36.26181458015205,36.06394905163339
Life expectancy,California,Female,45-49 years,Years,2017,39.80129646320353,39.90920436047636,39.696004383511976
Life expectancy,California,Male,45-49 years,Years,2018,36.270964720054494,36.37478182583483,36.16792010897827
Life expectancy,California,Female,45-49 years,Years,2018,40.04584618660662,40.15887746932712,39.93482755171256
Life expectancy,California,Male,45-49 years,Years,2019,36.356574019438,36.45809740079166,36.25739548567263
Life expectancy,California,Female,45-49 years,Years,2019,40.259138279063095,40.374627967755806,40.145832276412854
Life expectancy,California,Male,45-49 years,Years,2020,34.72028287677498,34.82166224765199,34.62286964294779
Life expectancy,California,Female,45-49 years,Years,2020,39.15142610409786,39.24876637900661,39.05026436198223
Life expectancy,California,Male,45-49 years,Years,2021,34.337997990609225,36.09108881252367,32.71425313432657
Life expectancy,California,Female,45-49 years,Years,2021,38.69677635098285,40.070974793612926,37.367946640279584
Life expectancy,California,Male,50-54 years,Years,2012,31.33592960135519,31.425436767123383,31.242126291232005
Life expectancy,California,Female,50-54 years,Years,2012,34.683485402245324,34.78248375014433,34.57962285213683
Life expectancy,California,Male,50-54 years,Years,2013,31.411262250255298,31.50267798783363,31.32301612994507
Life expectancy,California,Female,50-54 years,Years,2013,34.89980808116749,35.00495453882921,34.800242847878174
Life expectancy,California,Male,50-54 years,Years,2014,31.58705870758261,31.689606273830638,31.49014653470044
Life expectancy,California,Female,50-54 years,Years,2014,34.94841077339039,35.0472718009154,34.84414535525271
Life expectancy,California,Male,50-54 years,Years,2015,31.496249390620566,31.588603441858524,31.397698358392596
Life expectancy,California,Female,50-54 years,Years,2015,34.94887120297515,35.050156252224326,34.84210934723978
Life expectancy,California,Male,50-54 years,Years,2016,31.52509876907807,31.62615651833813,31.422154737602305
Life expectancy,California,Female,50-54 years,Years,2016,34.98912559197099,35.088063001571754,34.89205251506224
Life expectancy,California,Male,50-54 years,Years,2017,31.668290823330388,31.75982862360184,31.570728293657133
Life expectancy,California,Female,50-54 years,Years,2017,35.13594609285558,35.23983507160222,35.034571876670576
Life expectancy,California,Male,50-54 years,Years,2018,31.778282991395425,31.877517653660046,31.67966841371656
Life expectancy,California,Female,50-54 years,Years,2018,35.37580227239723,35.48478784299776,35.26891064089913
Life expectancy,California,Male,50-54 years,Years,2019,31.87166124326604,31.968649354937032,31.77680172723113
Life expectancy,California,Female,50-54 years,Years,2019,35.58716098475338,35.698296532742944,35.47816442884749
Life expectancy,California,Male,50-54 years,Years,2020,30.359520392963972,30.45560027832551,30.266738741403863
Life expectancy,California,Female,50-54 years,Years,2020,34.53618540770939,34.62917033668169,34.439479668909314
Life expectancy,California,Male,50-54 years,Years,2021,29.98482583255646,31.665943261515586,28.432656546222198
Life expectancy,California,Female,50-54 years,Years,2021,34.08993226426742,35.41038876812693,32.814693460675585
Life expectancy,California,Male,55-59 years,Years,2012,27.060154685957453,27.143822873296557,26.972439115376346
Life expectancy,California,Female,55-59 years,Years,2012,30.179989625996164,30.273409349085274,30.082037211988112
Life expectancy,California,Male,55-59 years,Years,2013,27.127601476817276,27.21302798567797,27.04535069037774
Life expectancy,California,Female,55-59 years,Years,2013,30.386939377755073,30.48633929344076,30.292786936725307
Life expectancy,California,Male,55-59 years,Years,2014,27.29422045416671,27.389968263861167,27.203601379727218
Life expectancy,California,Female,55-59 years,Years,2014,30.436116224328153,30.529444771270082,30.337898232175657
Life expectancy,California,Male,55-59 years,Years,2015,27.2034181064809,27.28978792459954,27.11132518744328
Life expectancy,California,Female,55-59 years,Years,2015,30.436507883451892,30.53196431338871,30.335729383859757
Life expectancy,California,Male,55-59 years,Years,2016,27.235532613524544,27.33002554405709,27.13926496671124
Life expectancy,California,Female,55-59 years,Years,2016,30.465911491114205,30.55951027224022,30.37420506854158
Life expectancy,California,Male,55-59 years,Years,2017,27.363925594390587,27.44961697251388,27.272792020235745
Life expectancy,California,Female,55-59 years,Years,2017,30.59633597735088,30.69480210995102,30.500250392493918
Life expectancy,California,Male,55-59 years,Years,2018,27.46984469137847,27.562758981283796,27.377302940941284
Life expectancy,California,Female,55-59 years,Years,2018,30.822616322565487,30.92621904673383,30.72123183025795
Life expectancy,California,Male,55-59 years,Years,2019,27.564095333504962,27.654864342498698,27.475151053948583
Life expectancy,California,Female,55-59 years,Years,2019,31.025778868642945,31.13117059816969,30.922395664262677
Life expectancy,California,Male,55-59 years,Years,2020,26.17867348191416,26.267982493942878,26.092344976266137
Life expectancy,California,Female,55-59 years,Years,2020,30.048918420046583,30.136296296989578,29.957949241716452
Life expectancy,California,Male,55-59 years,Years,2021,25.812834254399565,27.387356988840267,24.361761770309514
Life expectancy,California,Female,55-59 years,Years,2021,29.608292190115957,30.858237853451165,28.405537301375713
Life expectancy,California,Male,60-64 years,Years,2012,23.021912879317345,23.09780907579956,22.942264256348576
Life expectancy,California,Female,60-64 years,Years,2012,25.80342504677484,25.890202974684144,25.712538921252595
Life expectancy,California,Male,60-64 years,Years,2013,23.07791247872845,23.15546779384512,23.00362116487368
Life expectancy,California,Female,60-64 years,Years,2013,26.00912750897243,26.101489673618126,25.921578495991003
Life expectancy,California,Male,60-64 years,Years,2014,23.24032698604544,23.326941010711195,23.15814496219075
Life expectancy,California,Female,60-64 years,Years,2014,26.07371452395779,26.16038083597002,25.982921571071067
Life expectancy,California,Male,60-64 years,Years,2015,23.155499303905668,23.233731404751197,23.071693634392645
Life expectancy,California,Female,60-64 years,Years,2015,26.069345809667023,26.157519896416414,25.975977908156132
Life expectancy,California,Male,60-64 years,Years,2016,23.18157957582008,23.267347064963186,23.0942256082619
Life expectancy,California,Female,60-64 years,Years,2016,26.097165817435283,26.18398618091159,26.012248403204154
Life expectancy,California,Male,60-64 years,Years,2017,23.29929731700271,23.376992022491535,23.216947179516225
Life expectancy,California,Female,60-64 years,Years,2017,26.217389222423325,26.308801788635172,26.128087217964413
Life expectancy,California,Male,60-64 years,Years,2018,23.404986126863175,23.489338484658273,23.32073846035669
Life expectancy,California,Female,60-64 years,Years,2018,26.427568629835474,26.524157808508942,26.33335599731068
Life expectancy,California,Male,60-64 years,Years,2019,23.498845614741384,23.581393503830242,23.417870225536813
Life expectancy,California,Female,60-64 years,Years,2019,26.620574512466536,26.718511361388597,26.5243362245638
Life expectancy,California,Male,60-64 years,Years,2020,22.259240475878208,22.339812756580294,22.181176725418727
Life expectancy,California,Female,60-64 years,Years,2020,25.707377664802284,25.78843507292189,25.62303883668715
Life expectancy,California,Male,60-64 years,Years,2021,21.892174857609966,23.31929640291637,20.58332465448941
Life expectancy,California,Female,60-64 years,Years,2021,25.281668280788313,26.44192922559434,24.16979390007512
Life expectancy,California,Male,65-69 years,Years,2012,19.181592409247973,19.24885222880822,19.110930450201735
Life expectancy,California,Female,65-69 years,Years,2012,21.590875343304088,21.670496190082368,21.50770608458984
Life expectancy,California,Male,65-69 years,Years,2013,19.253831934405728,19.3225856260775,19.188342568023483
Life expectancy,California,Female,65-69 years,Years,2013,21.786223729941977,21.871176554003494,21.705784036973515
Life expectancy,California,Male,65-69 years,Years,2014,19.414076306242986,19.490567506004453,19.341324878343613
Life expectancy,California,Female,65-69 years,Years,2014,21.856986461038176,21.93661535239594,21.77386099532427
Life expectancy,California,Male,65-69 years,Years,2015,19.34219100622631,19.411353239682537,19.267635806552434
Life expectancy,California,Female,65-69 years,Years,2015,21.852459967549812,21.932879377480162,21.76694390762948
Life expectancy,California,Male,65-69 years,Years,2016,19.37029652290011,19.44647287940471,19.292891857130613
Life expectancy,California,Female,65-69 years,Years,2016,21.88537292467126,21.964832587288015,21.807580783119416
Life expectancy,California,Male,65-69 years,Years,2017,19.46344125680254,19.53239902256285,19.390664962951806
Life expectancy,California,Female,65-69 years,Years,2017,21.998062021740317,22.08156856048048,21.9160496028787
Life expectancy,California,Male,65-69 years,Years,2018,19.56538011120446,19.64026144673349,19.49048928629955
Life expectancy,California,Female,65-69 years,Years,2018,22.198288124612006,22.286994543337446,22.111901132829185
Life expectancy,California,Male,65-69 years,Years,2019,19.657711341279338,19.731238967617564,19.58565455281282
Life expectancy,California,Female,65-69 years,Years,2019,22.391433077708292,22.48126768879197,22.302934429517652
Life expectancy,California,Male,65-69 years,Years,2020,18.594516770944193,18.665403328541277,18.525597710805656
Life expectancy,California,Female,65-69 years,Years,2020,21.557876427082732,21.631308629212032,21.48093926336761
Life expectancy,California,Male,65-69 years,Years,2021,18.226112612175317,19.492082173519147,17.069958087865814
Life expectancy,California,Female,65-69 years,Years,2021,21.14548100672887,22.206764167637573,20.13212149119598
Life expectancy,California,Male,70-74 years,Years,2012,15.520158906565054,15.578084848039186,15.459520244477464
